Bar0, 0.3514056224899599
Bar1, 0.6004016064257027
Bar2, 0.48995983935742976
Bar3, 0.2369477911646585
Bar4, 0.5281124497991969
Bar5, 0.49598393574297195
Bar6, 0.2208835341365461
Bar7, 0.4016064257028113
Bar8, 0.40763052208835343
Bar9, 0.42369477911646586
Bar10, 0.5481927710843374
Bar11, 0.5301204819277109
Bar12, 0.014056224899598357
Bar13, 0.2791164658634538
Bar14, 0.10441767068273089
Bar15, 0.4779116465863454
Bar16, 0.536144578313253
Bar17, 0.4357429718875501
Bar18, 0.6124497991967871
Bar19, 0.6666666666666667
Bar20, 0.7911646586345381
