Bar0, 0.9016393442622951
Bar1, 0.9098360655737705
Bar2, 0.8524590163934427
Bar3, 0.9262295081967215
Bar4, 0.7213114754098361
Bar5, 0.8688524590163933
Bar6, 0.8360655737704917
Bar7, 0.8278688524590165
Bar8, 0.8278688524590165
Bar9, 0.6639344262295082
Bar10, 0.5819672131147541
Bar11, 0.6311475409836065
Bar12, 0.9180327868852459
Bar13, 0.6967213114754098
Bar14, 0.5081967213114753
Bar15, 0.7540983606557378
Bar16, 0.8688524590163933
Bar17, 0.8606557377049181
Bar18, 0.5409836065573771
Bar19, 0.8114754098360656
Bar20, 0.6721311475409836
Bar21, 0.7377049180327869
