Bar0, 0.7416267942583732
Bar1, 0.6411483253588516
Bar2, 0.6602870813397129
Bar3, 0.6794258373205742
Bar4, 0.37320574162679415
Bar5, 0.24880382775119614
Bar6, 0.6555023923444976
Bar7, 0.6267942583732057
Bar8, 0.6459330143540669
Bar9, 0.7799043062200958
Bar10, 0.7559808612440191
Bar11, 0.7751196172248803
Bar12, 0.8038277511961721
Bar13, 0.6124401913875598
Bar14, 0.24880382775119614
Bar15, 0.7894736842105262
Bar16, 0.8086124401913874
Bar17, 0.6889952153110047
Bar18, 0.9425837320574161
Bar19, 0.9425837320574161
Bar20, 0.9425837320574161
Bar21, 0.9425837320574161
Bar22, 0.7559808612440191
Bar23, 0.038277511961722396
Bar24, 0.9425837320574161
Bar25, 0.9425837320574161
Bar26, 0.9425837320574161
